"AwardGettingInfoID","Date","BookID","AwardID"
663,1991-04-07,43721,36831
664,1998-06-10,14498,38570
665,2012-05-25,47281,26644
666,1995-05-11,50991,6898
667,2001-01-02,2065,7438
668,1980-01-06,37343,42076
669,2012-04-16,38292,17358
670,1999-03-19,18784,36376
671,1981-05-22,22836,11718
672,2002-11-06,28165,12399
673,2011-02-17,4099,2695
674,2010-06-13,39539,38516
675,2015-07-18,23036,42169
676,2015-01-17,10501,26866
677,2001-05-28,26615,8411
678,2002-09-26,8946,41866
679,2008-03-23,32779,40619
680,2013-10-09,47076,39200
681,2018-08-11,50329,4672
682,1995-05-19,12192,16156
683,2002-11-20,17633,31920
684,1986-05-24,20534,19080
685,1989-08-02,49485,45669
686,2010-12-22,26946,3546
687,1999-01-17,44595,3319
688,2003-01-22,15657,10321
689,1994-10-20,51223,21926
690,2003-02-04,10776,47360
691,2007-01-20,49877,41507
692,2005-01-20,46540,23540
693,2004-02-19,14276,23591
694,1991-08-30,45463,24409
695,1984-10-11,8299,17175
696,2004-12-03,34900,40794
697,2006-02-19,14850,3552
698,2019-11-05,7140,6360
699,1998-05-11,8973,34113
700,2005-01-08,20914,31336
701,1987-09-05,493,36139
702,2005-08-27,16347,33294
703,1987-11-14,7132,7209
704,2016-09-27,12443,34917
705,2014-07-09,51346,6345
706,2013-10-20,12981,45318
707,2017-02-03,36873,30554
708,2004-08-20,15761,1698
709,2006-05-08,21752,46393
710,1991-03-01,3723,13636
711,1980-04-17,47838,4964
712,1995-04-13,48390,48539
713,2005-06-13,40631,37093
714,1998-09-05,15663,46605
715,1986-09-20,15593,11530
716,2010-02-08,27914,48373
717,1994-09-07,6446,1642
718,2011-11-29,42420,39882
719,2004-02-03,41232,48509
720,2004-05-28,44558,41409
721,2002-05-20,1594,25573
722,1993-01-24,47479,15736
723,1980-02-26,45585,19879
724,2000-01-11,771,44555
725,1983-10-21,40186,17974
726,1984-11-08,17610,5160
727,1985-05-22,13640,12812
728,1986-05-16,24068,30575
729,1990-10-20,11143,3115
730,1980-12-08,39972,11898
731,1991-07-05,1049,52469
732,1985-08-05,24750,35311
733,1991-11-04,40831,2985
734,2010-03-25,22437,21799
735,1993-02-22,7354,11845
736,2000-02-16,49657,8121
737,1998-03-01,50228,31427
738,2014-11-06,35877,30060
739,1986-09-29,46410,49943
740,2004-03-08,41570,38189
741,2004-07-02,7251,51177
742,2006-09-05,31289,13817
743,1995-08-02,19986,23579
744,2007-04-24,41389,13588
745,1995-06-16,25754,49608
746,2003-10-15,47112,28735
747,2000-10-09,11978,50304
748,1986-10-12,26382,37990
749,1992-10-09,11040,1573
750,2004-06-07,6564,15404
751,1986-03-17,36852,32131
752,2018-03-27,29775,4211
753,2008-06-04,41372,4127
754,1985-11-21,9576,39619
755,1985-11-07,45142,2198
756,2003-09-30,14178,18553
757,1981-04-27,21293,22087
758,2011-01-26,29983,23450
759,2010-06-14,17182,31828
760,2019-04-17,2007,27533
761,1987-10-14,28794,19699
762,1984-10-18,12952,23831
763,1980-01-10,42809,36833
764,1991-10-06,27661,3313
765,2012-11-07,483,1301
766,1980-12-20,25510,16918
767,1988-03-07,27604,48722
768,2018-10-10,13009,51805
769,1999-02-28,29691,4387
770,1991-05-26,21040,17338
771,2004-06-17,9166,32041
772,2008-04-16,20391,42623
773,1999-03-14,7232,51651
774,1982-08-06,44615,40524
775,2001-08-06,9505,45619
776,1982-06-20,47916,45293
777,2015-08-31,37876,16521
778,1989-03-02,25485,22831
779,2019-08-24,29962,19406
780,1983-11-29,15736,5103
781,1987-01-10,19745,36444
782,1987-10-03,41448,36150
783,1990-05-12,8444,37487
784,2001-07-24,28056,25537
785,2005-07-15,18460,5322
786,2004-06-18,49341,20386
787,1982-02-14,24318,23152
788,1989-07-29,14801,44030
789,1991-12-12,9754,39978
790,2007-09-17,24426,27080
791,1988-05-25,32363,11301
792,2009-01-18,44769,18804
793,1980-03-11,21289,7510
794,2000-05-22,5914,32433
795,2004-11-06,35320,42360
796,2016-09-02,7432,26668
797,2018-07-27,16303,34797
798,1996-09-08,50605,16079
799,1985-07-12,40466,28087
800,1997-02-06,34083,13546
801,2011-08-22,47736,374
802,2011-08-06,47465,810
803,1981-05-29,41226,52030
804,1984-12-17,49356,17223
805,2007-11-29,4160,8657
806,2008-12-24,43472,12681
807,1980-09-05,13411,4083
808,1997-06-01,12998,44914
809,2010-02-28,7174,5209
810,1985-05-09,10687,44173
811,2000-04-21,42364,7344
812,1997-08-08,42277,7498
813,2003-08-29,19868,27828
814,1992-11-09,14046,35963
815,2018-01-06,51998,41680
816,1982-02-03,47520,4598
817,2002-10-18,39719,25901
818,1991-03-15,1781,42740
819,2015-05-24,28040,51733
820,1999-11-21,25912,36905
821,1985-07-26,40214,36682
822,1991-10-19,41475,15336
823,2003-12-31,51198,21761
824,1981-10-05,20347,4988
825,2010-05-12,19583,16491
826,1997-10-01,4072,3912
827,1987-11-25,29904,10119
828,2011-08-30,47474,48895
829,2009-05-15,24322,39127
830,1984-05-26,32272,21904
831,1998-01-22,19344,2167
832,2000-05-24,25993,32713
833,1999-12-23,30653,43900
834,1987-11-13,4617,40903
835,1986-08-30,18470,22988
836,1991-04-20,1772,7070
837,2017-06-04,14966,43251
838,2001-04-10,19461,28817
839,1981-10-03,39194,29354
840,2014-01-25,14747,50132
841,1987-08-25,9947,47794
842,1991-05-01,18382,39357
843,2006-07-12,41877,40718
844,1996-06-06,22776,10307
845,2001-02-01,44327,45632
846,2010-08-13,1890,46454
847,2019-12-29,23939,35928
848,1996-11-17,29928,7817
849,2014-01-16,19331,31145
850,2018-07-06,18034,29166
851,2003-11-09,9607,48289
852,2018-04-22,37263,11929
853,2013-11-09,17449,1577
854,1985-08-11,22845,43175
855,2005-01-14,19342,42300
856,2013-10-10,14603,44615
857,2019-05-02,45110,41902
858,2011-07-16,7400,11133
859,1997-03-02,4203,21925
860,1991-09-02,38987,26891
861,2010-11-26,3427,42015
862,2004-02-07,38175,20474
863,2012-04-25,26057,44109
864,2007-08-12,30790,37356
865,1982-03-04,45376,38303
866,1980-01-09,32790,26691
867,2010-03-06,12182,20147
868,1980-12-03,24819,27502
869,1981-01-03,31887,1652
870,1991-09-11,1598,38101
871,1995-03-30,12779,41160
872,1989-12-20,28979,18067
873,1984-06-04,6040,49379
874,2017-11-30,31297,5296
875,1984-07-05,5332,31696
876,2010-03-18,9671,19179
877,1986-10-25,23460,45961
878,1996-10-17,12558,1254
879,1996-10-25,39662,44075
880,1997-07-15,49650,47125
881,1997-08-02,8897,25389
882,2001-01-13,2226,2562
883,2010-01-13,51831,45736
884,1982-12-11,17600,33884
885,1984-09-06,12567,3367
886,2001-03-16,37423,49747
887,2019-12-28,21805,51678
888,1998-02-05,14732,525
889,1985-04-03,14980,19460
890,2002-09-25,14761,9258
891,1994-09-09,47393,22382
892,2012-06-11,24659,25114
893,2017-01-06,29622,39916
894,2006-03-06,2098,36197
895,2012-01-22,1433,28673
896,1989-02-09,13508,7986
897,1996-01-03,16837,24867
898,2008-11-08,2300,16206
899,1980-01-09,43875,32112
900,2002-02-03,22029,14828
901,1982-03-25,48316,31579
902,2008-10-16,27216,45521
903,2008-08-17,32060,35169
904,2002-09-13,40776,8208
905,2002-03-05,22214,34579
906,1983-02-26,42123,38677
907,2011-11-23,15079,24769
908,2008-09-12,49908,41684
909,2015-03-23,26114,13465
910,1990-12-14,5555,44981
911,2016-09-25,27481,36253
912,2007-06-20,6023,49771
913,2006-11-04,31803,5159
914,2007-04-23,27123,38506
915,1985-12-26,17823,32808
916,2012-09-15,38886,46084
917,1992-04-07,24529,47578
918,1983-02-15,23695,22079
919,1998-09-03,17904,16431
920,2000-08-30,47027,51460
921,1989-02-07,12100,39378
922,2013-08-05,8929,10058
923,1984-12-12,47790,21953
924,1981-09-07,47224,46111
925,2003-07-14,29369,1073
926,1988-09-24,13432,28914
927,1994-09-11,32732,36994
928,2012-09-18,12065,1920
929,1990-02-12,34206,21365
930,2016-02-28,21987,21894
931,1985-12-02,33304,22111
932,1991-08-14,22165,7680
