"BookID","GenreID"
2872,50115
11509,21019
6134,12557
5873,31351
45249,42389
19882,21126
19713,39038
7992,17725
30000,5550
4424,27052
36948,42172
19791,17713
17075,47354
5031,40501
19526,46984
22689,13197
6227,19857
26851,52373
33477,15493
43269,5067
15558,17911
35098,80
22395,27013
7089,47034
17131,33738
712,51489
43256,10655
43721,33975
14498,37265
47281,51134
50991,9481
2065,40776
37343,49843
38292,13852
18784,19561
22836,785
28165,50468
4099,45097
39539,46815
23036,36514
10501,34787
26615,3604
8946,33816
32779,10865
47076,18263
50329,26436
12192,38059
17633,50400
20534,45754
49485,783
26946,39204
44595,5155
15657,13300
51223,11045
10776,45077
49877,50416
46540,25616
14276,5638
45463,30439
8299,50170
34900,21274
14850,26388
7140,12089
8973,9181
20914,50476
493,14907
16347,15473
7132,19036
12443,49673
51346,8045
12981,43179
36873,15030
15761,50730
21752,48162
3723,26176
47838,4733
48390,4180
40631,1758
15663,34952
15593,25203
27914,21886
6446,47536
42420,398
41232,15083
44558,44884
1594,30525
47479,43559
45585,11230
771,31146
40186,6822
17610,17535
13640,3272
24068,670
11143,42554
39972,44963
1049,11774
24750,12539
40831,23954
22437,6933
7354,32905
49657,14217
50228,37601
35877,27727
46410,26979
41570,24343
7251,46238
31289,21881
19986,37097
41389,44588
25754,27949
47112,26773
11978,38423
26382,43344
11040,23019
6564,31976
36852,5991
29775,5278
41372,31911
9576,8254
45142,45254
14178,5702
21293,47834
29983,3911
17182,8755
2007,27180
28794,16564
12952,9563
42809,33973
27661,8237
483,48305
25510,21037
27604,50488
13009,1164
29691,32278
21040,13262
9166,16739
20391,7762
7232,26194
44615,4649
9505,47230
47916,20033
37876,1450
25485,48535
29962,11273
15736,50179
19745,8867
41448,7153
8444,18887
28056,24156
18460,50854
49341,38501
24318,15491
14801,43654
9754,43477
24426,14759
32363,22399
44769,21314
21289,32663
5914,15314
35320,4904
7432,39907
16303,18306
50605,49180
40466,39094
34083,22344
47736,38034
47465,28137
41226,10734
49356,8405
4160,22367
43472,8164
13411,4403
12998,48413
7174,11905
10687,19193
42364,26808
42277,35966
19868,30929
14046,1831
51998,6344
47520,7516
39719,19777
1781,10491
28040,28314
25912,47892
40214,10076
41475,9742
51198,11454
20347,35415
19583,41076
4072,16859
29904,5192
47474,14182
24322,45893
32272,4024
19344,41090
25993,39865
30653,4453
4617,3799
18470,26416
1772,41151
14966,52274
19461,4757
39194,43866
14747,46613
9947,21424
18382,44426
41877,38198
22776,44749
44327,16912
1890,18194
23939,20232
29928,35088
19331,17925
18034,17928
9607,48760
37263,34865
17449,11281
22845,31576
19342,51789
14603,11435
45110,41156
7400,10006
4203,11559
38987,32100
3427,24188
38175,50218
26057,11322
30790,40550
45376,4906
32790,33872
12182,35487
24819,6538
31887,46802
1598,41321
12779,20641
28979,5860
6040,29522
31297,16865
5332,33571
9671,42528
23460,45483
12558,40023
39662,23662
49650,22134
8897,29974
2226,41459
51831,10536
17600,26156
12567,3198
37423,26766
21805,39555
14732,39750
14980,20725
14761,360
47393,30415
24659,43930
29622,11531
2098,45539
1433,40730
13508,51111
16837,41654
2300,1221
43875,30388
22029,21668
48316,46251
27216,10624
32060,25032
40776,24307
22214,36074
42123,39172
15079,10169
49908,23281
26114,49100
5555,30104
27481,49913
6023,551
31803,51468
27123,15422
17823,25042
38886,49357
24529,19
23695,40939
17904,6461
47027,44892
12100,35798
8929,14172
47790,33283
47224,38157
29369,35179
13432,21103
32732,45895
12065,6479
34206,52377
21987,30204
33304,48587
22165,29785
40055,38644
6670,28880
48139,22947
29718,7047
31829,46067
27591,1842
45687,44536
41580,44897
33625,34732
19288,45690
24225,1462
22757,48946
20067,18828
19989,51375
16273,14349
1430,41853
40666,52219
49882,48824
29641,13830
48745,49479
15320,38286
52295,43909
6525,48112
41340,29735
19698,24270
50600,31727
15422,33704
25911,8259
22886,14044
621,46967
38851,45865
29271,6673
36153,38680
23922,41543
31157,38887
9943,16469
31040,29971
8515,6445
7416,43080
1717,1902
22255,47580
35180,47585
2750,14955
47115,11444
24218,5757
26992,29543
35394,22429
19186,29687
50885,15908
31071,32899
6170,45103
34608,50359
30235,49170
48695,6568
40232,29383
5174,23220
24315,12061
38703,16246
35559,52302
46785,4534
30946,50849
44834,20707
21203,18947
19174,2647
22221,8711
30592,34723
29654,30409
1732,52341
35546,50195
27014,27891
15463,41017
42401,13508
14555,35546
50770,10084
48012,7065
41557,40708
17456,3416
20697,10023
16175,3636
73,5480
31523,52139
28179,17260
25291,15131
46521,39672
39479,8812
27625,38605
12204,29719
50019,1888
49979,11974
23676,41567
42265,41277
11787,17090
15013,23276
32645,20199
3606,16052
51007,38771
733,35951
46659,32653
47766,35381
17354,2496
39537,17655
16099,15914
23337,41275
49806,25534
14955,49824
14388,36971
34274,47717
45953,1676
15,17570
50587,18123
32655,24909
49044,30320
11840,29982
31815,5432
17261,9777
13418,26422
5325,43579
39520,2932
7404,16128
11732,40542
34152,41474
16394,20593
24455,503
51596,37205
48870,9691
11929,16959
31962,11183
46884,35959
11681,22594
9069,38129
1881,40187
31972,33562
37244,4660
52317,60
42680,45655
992,36741
2127,11621
42942,32490
8100,23493
49736,8817
49115,35910
32397,47659
29633,2196
25755,36173
3689,227
30142,5249
23350,47617
16619,4071
24677,36338
10976,12778
3399,49501
37286,4836
34978,15694
33769,47130
7901,34046
9316,2545
46437,15113
22389,49583
29092,27939
39816,18138
42119,39533
30146,43874
26389,24232
14254,50632
32251,34288
2216,44663
40407,32203
7203,1287
45685,35289
13303,19731
45588,6283
35636,44180
26855,28594
44262,46540
52262,29248
40042,22686
34132,7449
2476,38949
38727,6248
9203,32364
13848,43754
33503,30834
26061,19900
45884,15385
9745,20911
36836,41265
29144,18927
39650,28419
17257,35294
17710,29612
2471,47632
10570,44156
9405,42377
42010,41311
26782,38670
7536,11836
34895,937
27238,1931
31243,41913
47273,39276
15397,46823
22994,1369
3183,43085
41549,2850
41122,40707
2655,16576
45850,35227
40315,6540
13581,4754
46089,48352
37655,21688
49864,7334
26192,6240
52414,32862
50122,19883
49219,12121
2663,11860
583,43246
44852,3540
20523,27769
47344,24471
23250,2861
50530,48414
2898,15545
27503,26607
25944,50691
35652,36292
28288,39400
36926,6572
39727,24202
48694,3616
37008,21588
40620,659
31223,28613
27147,17914
8577,37295
49626,30066
18696,47664
23424,27132
30286,20785
13552,29331
48531,32844
32360,24130
14196,11184
26265,28155
15837,2028
27508,28619
5442,27929
8201,27647
31663,29423
2895,5866
22662,4713
48416,6235
39618,22099
35017,29763
47908,13815
12249,40070
8142,42760
9953,26660
3472,50582
11035,615
22690,49245
14910,25945
24558,41768
4076,39118
29679,29551
17742,13844
23953,3334
10990,18663
32209,44923
11496,42190
26690,42695
11482,18019
24627,5762
38921,8312
30893,5240
13095,44324
43788,23974
46253,47411
37213,52167
7749,25412
23405,38760
20212,37444
5101,9765
48008,3624
49085,49463
38317,24648
36328,7896
22399,4064
38932,18233
30634,45689
50027,18506
41410,13849
47336,41206
19855,5942
20284,16041
49850,20399
38974,16943
13085,51309
52337,34804
9516,47200
46722,39028
16160,51583
28887,39116
18690,30876
37418,26843
9961,36627
19547,51285
24486,21657
42294,1801
36413,21563
3547,21781
18452,13181
36378,19008
38761,14351
44041,9219
17989,9543
19678,49212
33476,13208
36683,34682
24913,12155
51716,38084
43375,20726
31373,9198
2177,24431
39770,23873
48930,26218
44499,4742
34498,51334
6881,6735
5198,51388
18740,38539
27789,40449
33336,3282
1082,16831
26171,34639
32055,7428
25305,7199
38312,31566
3048,16767
49409,13183
42731,23731
29438,25486
5587,20441
1553,11280
40309,35334
16421,1596
20233,25288
31858,43721
31493,30700
26207,17826
16814,34345
31354,23348
16537,41763
38387,41829
45633,37213
15116,21859
25964,26919
49905,15951
35205,25376
13739,13541
655,44855
6905,1808
49888,38076
5133,23481
40844,41658
45821,1507
48230,48216
12833,25948
39371,8382
30759,28457
8459,27971
46970,16181
3650,43623
2348,27041
27193,26497
38123,50328
45147,21738
18295,41351
6955,20807
4622,37016
27338,52473
2727,49688
30720,21532
33592,35009
28565,24103
8042,18678
10240,20584
33341,18826
13616,1621
34192,19101
36724,2833
47440,7532
10113,9378
26505,34960
34610,15199
2196,30404
31524,17546
36837,10417
3136,7293
47870,36784
26088,13034
44453,16325
16159,24249
3314,26710
19061,8789
45982,48967
15501,48553
3640,30118
43048,24385
5871,26025
16469,35624
10416,10847
15337,33178
43942,18053
15025,29181
21285,23563
4838,49739
7074,2730
11222,31405
926,26009
441,48749
48829,8502
5025,15539
24960,11054
29791,618
21043,42295
46360,51116
9389,32944
38131,22037
23868,27816
25043,5158
15752,45551
1484,15174
18415,32493
38248,37640
3778,2911
33391,5526
36037,44471
38496,43867
38818,43743
51461,10869
20206,33236
8631,8549
12916,14082
39916,33148
20091,30614
6931,33806
23485,26653
41349,52265
25676,8036
41586,9065
19089,45391
48127,48007
11400,1868
48528,92
12656,37290
14695,11037
33502,29831
47929,13206
17698,48996
40757,3788
14543,16571
50814,52363
51710,14768
10526,27000
31594,6279
45868,9265
9388,5883
43233,28064
6433,43019
15022,20865
12102,27099
40617,52120
43691,1356
45284,11958
40532,48644
49874,29479
15141,46829
43532,12150
38717,33908
216,33677
40298,10700
42794,51266
14582,44862
47403,7162
37451,8248
18260,21692
35429,11459
28554,38964
8457,24121
28513,32054
30895,27045
18854,15899
21879,48896
32763,31352
28759,19784
48684,18888
42272,13178
16594,13496
49435,41814
49089,51366
40722,38716
34932,48539
1663,17577
37219,19312
347,33349
1960,45328
49068,26008
9534,22445
29071,7251
28263,16409
18558,25877
24373,45511
49922,36460
15278,24511
4279,1342
46662,39583
35012,31997
5852,12264
52422,31557
34125,1899
40603,15547
470,36942
4128,5788
7880,48484
22989,45406
38478,6309
21394,730
49909,6847
25895,41917
30301,35865
31192,9059
28883,40151
22318,42376
45313,27021
24155,13556
37684,3462
34766,30475
45428,51893
39428,45850
14519,24214
51543,35440
7153,33087
49664,12937
22540,17704
49953,6187
16352,14529
37214,22487
5976,14590
41830,8876
37448,29952
4454,42648
17582,41308
47562,46309
29829,1001
42635,51810
10628,40578
38491,43447
42215,51067
30712,34095
898,9931
32556,51660
7058,12555
14720,590
36073,8296
11861,30060
26872,42145
29873,1559
48750,14233
27845,5273
25720,2167
30219,20226
20475,15477
28093,45056
29203,7957
12113,11816
20563,35891
32460,52388
11494,23480
38981,8857
49907,37277
36963,34418
17970,22275
35482,16791
17011,9772
21310,16968
52005,9499
20390,2686
43689,19646
18055,10017
46975,31592
1410,10664
45834,48363
43577,7980
48919,39105
39372,5260
38454,5085
7294,19901
39569,2313
38791,9033
1077,34254
51516,20343
26972,43739
27362,3576
21164,14140
18500,46001
22876,2736
51368,45225
11768,15888
11899,30386
30393,13042
23484,42049
35246,8013
37944,21355
29835,37560
43074,20718
30165,15136
19496,51390
19215,38591
10963,10685
4057,45086
10889,23953
46314,17232
33565,51607
13051,26921
6975,1089
3961,52248
45241,3297
31176,12631
18365,48380
45666,1685
9451,48299
8718,49115
7698,47356
23906,17641
16202,11482
44851,16193
28913,33551
34453,5074
18323,28833
52384,18467
24833,8409
41862,27354
6047,32673
42245,2399
24843,28918
36721,1390
41672,3382
11283,6188
43318,22639
40231,42815
70,38587
36231,37654
12653,51139
48765,25488
45545,36669
3701,18818
41221,4750
23393,12852
22604,17019
8390,27966
882,28003
10295,3402
509,50127
4867,11504
10495,2883
11393,13854
21695,10008
16213,2756
42159,4055
15411,9008
37062,44150
43291,1140
51947,46522
26949,22197
35330,26100
52039,15393
6573,30799
31183,13218
8981,10851
52045,12108
1736,51695
43819,21549
32067,24143
26125,10576
28971,3893
7301,4337
36856,28697
29967,12247
12447,40197
8242,19612
38635,34955
11111,49154
27273,49869
34663,8689
8003,1979
40654,26304
22986,38994
11850,47214
11871,33688
49357,50104
51702,19482
27160,22760
36337,25397
18874,37546
41272,44016
934,12526
49268,14817
6081,27619
51976,9739
16866,36170
49248,22143
9298,14424
5853,8375
16827,43786
47893,47196
46076,45958
538,16191
41345,51795
14402,2216
11186,49225
47023,16832
26857,5069
22427,35000
40124,49512
35431,29010
30022,17123
33107,17072
5735,26376
24931,9763
23191,5434
27051,34821
50352,40423
15811,24053
10635,34389
31213,9804
32163,46693
11898,14274
7434,15684
18283,14885
5992,8919
41686,16468
43934,9094
27320,15
46450,37705
26278,50158
18644,2432
52475,39845
29056,25618
46382,20513
1704,12540
33448,50830
6967,18799
34765,1988
30047,12152
26540,12731
5107,36582
4742,48372
38844,38742
17421,51198
43992,31527
48312,22906
44279,40395
1655,7721
4754,27398
17601,14179
3794,43377
29380,29310
8097,35024
5945,42446
16177,7170
47059,32047
25303,49464
10517,22178
14906,28822
12220,22656
43709,32276
24888,3207
6510,11627
40326,173
39974,6213
13588,28439
40923,4169
7559,31087
37329,9075
7914,15068
32133,11830
42210,41909
958,50310
1855,43752
50116,33332
43710,44740
30495,50935
11814,20158
48426,9654
47551,46640
17896,40828
35015,44496
33858,3655
13778,12435
7108,6233
954,42860
36567,50382
36629,38559
33065,38692
15719,1587
31413,1984
21093,29024
14133,30996
15176,51644
29321,37219
6194,27166
31042,42381
37183,34772
32344,38224
40446,41488
37794,26599
48981,33566
51789,35135
19421,25861
22730,6120
35861,16931
12008,29516
26425,13522
40188,4352
47805,40693
24559,4201
45887,28803
36519,36895
32084,32231
37215,32679
30687,29829
12892,42083
35491,37650
26008,22763
24364,46706
39159,46612
8805,40680
44263,5459
39349,2590
44187,4465
28535,21452
42188,52259
14918,38946
24107,1773
18092,48401
25134,3434
14764,22224
13299,1360
22501,28060
45350,36291
43555,38232
16237,37260
14613,13105
37769,26747
24464,22936
11695,14539
32744,35331
36361,15317
16508,51389
10031,33919
3419,35836
14062,48390
48296,40555
6991,15687
15405,5031
5180,5897
28634,26598
2700,26852
30147,43464
19124,788
35594,28381
46860,49769
25584,2915
48884,43376
51808,22745
23410,37433
33469,44876
29379,36996
5037,44372
26603,48137
11473,32122
41792,3415
50370,42354
13352,11122
8615,962
45317,8888
22334,36150
31228,41203
7588,34266
31982,7376
5347,50011
22800,33891
45840,46144
30943,2326
16207,47008
9064,11676
6918,11427
19375,30695
29828,31680
12662,38610
36880,11150
16125,5759
12763,44256
31081,51099
22980,25912
5716,48120
14795,25726
45354,11884
8112,48923
8397,4591
29136,42710
51402,27846
11139,33335
33742,47759
23421,17335
24854,33398
29008,24641
10908,47314
18582,34765
29812,19024
15799,41726
31086,8297
51501,36199
17585,35987
52342,44015
38057,31468
5982,43425
27251,46776
44954,17748
3232,23825
2500,4165
50815,23038
47141,753
44451,30481
24572,49473
41431,41403
22815,26947
50372,41540
38103,38997
17594,25369
33540,14127
12485,14083
37499,33144
39022,34680
35657,7594
27460,18540
11677,22310
3241,37486
39398,40056
15341,19029
35170,24003
9187,26730
45877,8231
32914,45758
51546,30040
37572,37462
11042,50059
2567,6886
18920,23151
48719,40402
14153,50484
49046,32251
17663,49554
4722,51168
50868,10854
46825,38616
5022,22358
25012,6203
51964,43599
44056,41113
48097,32981
34043,46805
36573,46856
42867,2309
18693,2899
11255,18423
3734,4848
14240,17365
32274,29660
3156,49424
34068,46963
25396,27731
29996,17302
52276,40177
18682,657
18008,42038
17078,4350
16901,47497
45786,28065
5933,2617
409,41028
8013,19042
22293,8846
46578,46394
51969,25320
20586,10712
15081,24839
50552,11396
51815,13298
34613,17139
27138,51186
9154,37124
11501,14902
28997,23257
4789,48567
13305,7363
18378,39670
9042,3223
18887,26036
40737,45996
27446,12312
37720,3756
46380,10194
40159,21200
10145,9272
33801,5889
16047,38709
21056,51753
6656,15926
21772,14262
55,23279
26839,6660
3288,51229
12418,28135
16605,34300
43025,42222
41194,2764
43666,7536
29972,33174
23754,34910
38896,38717
47299,33314
46260,44646
34737,48481
22945,1671
31571,47499
43524,50306
1988,33463
31007,13656
5808,29295
51078,19168
15885,23387
42287,6397
30193,46276
39545,13467
15346,52273
32751,11447
37900,15989
13975,33852
17126,16682
3422,46476
50589,5810
35335,35516
12859,18260
43571,17758
5796,14665
49654,51120
29600,46188
22250,33083
13627,48603
7065,32369
47307,40512
41035,1528
22715,36790
32887,44802
2049,29520
26788,30867
12890,3837
25350,21786
14911,31041
25662,38821
45770,757
16562,4413
30624,35552
6594,14800
11674,34945
33048,51627
31136,37506
37772,14000
29418,8561
36396,41261
29015,35070
33081,39623
4111,15605
17784,33831
50259,1394
6654,51193
36163,49202
14056,35011
25997,47645
889,3707
9746,50332
16381,10325
34141,33964
43685,31466
29323,6696
7650,2947
7662,14958
31592,52147
15352,29274
37713,5203
21339,8204
35553,48570
25987,19747
46651,42041
5337,24104
40568,39603
13667,33095
30039,44134
36891,34881
41249,31465
37055,37766
9586,19593
16158,40161
49124,42158
32161,30202
16384,24240
25543,22779
47940,37954
17285,36138
16434,30707
29457,10715
47978,19311
32078,4491
39958,31396
23805,413
28719,38181
14507,37612
43441,744
13852,2005
14750,27748
49481,51233
37490,32675
52390,16179
4555,8540
9872,10227
21177,6651
39987,50419
108,29539
34883,39115
22974,32661
717,41959
802,19144
9725,37574
40999,24465
2467,28865
20742,39945
29129,45142
17841,34379
10383,32193
40953,11003
26689,14003
15732,15182
13576,45285
12473,18514
46874,41196
37653,3022
12491,3601
20234,980
27566,27478
49763,6421
33655,35774
22732,13021
39025,23855
19451,15433
8121,41108
21991,6923
7693,38097
8170,50345
5885,49560
17769,16953
4787,10522
15644,12905
42523,42880
16395,36263
40812,7885
34591,29905
13401,51533
43795,31270
7121,5770
10906,45506
4550,39733
29007,26039
7463,44434
40313,9311
4127,17788
34473,41510
26173,10493
21228,6641
32696,26527
30647,7577
42659,12376
12250,41537
17084,21205
47423,33246
15228,20859
17810,46949
24304,39228
9870,46948
1590,43395
3174,49002
25239,12669
35058,47
8009,11445
1713,23795
33290,50716
33121,32693
12818,1759
50633,39979
45498,21018
7195,23868
7669,34879
18888,41480
24927,40324
26998,27034
25459,30597
12119,52398
26166,20489
44350,34423
18076,27689
51507,24180
35639,39335
34971,15722
47207,21714
12683,1535
50393,41998
13589,23978
12873,26379
48623,52098
22074,6423
21488,30721
45171,36835
27390,26663
45593,2411
37745,4401
8311,16090
43122,36774
18091,15367
673,14474
50945,12313
19896,38439
49329,20928
26629,4808
38995,34297
37044,36531
8612,7691
35998,19295
11599,9708
20834,33728
18305,36602
21291,26734
33532,16915
52255,45863
23694,10878
44360,17525
5742,35396
39490,40322
50798,26330
26328,44713
29911,7530
7077,4074
46180,14920
32544,25554
46478,12626
42722,49075
9930,27404
33911,8834
34266,38862
2357,51528
11163,14710
36729,16192
28242,42462
7169,25610
22721,34239
22354,34569
40412,12012
8419,18895
43326,23333
43150,31943
3118,44265
3901,26075
51337,32639
16112,45510
25470,5099
33536,343
47530,51606
45677,39572
30795,50383
30267,10343
39879,27236
6142,33006
35632,39903
463,5370
51953,49270
3117,1199
49751,18066
25307,14087
15036,21039
13285,18212
48979,17086
25519,48787
24280,11821
7093,13196
42662,49302
48189,45998
27440,5088
34239,19744
41117,36905
27635,23732
35941,42908
37081,17188
12687,10955
20603,31202
51492,4309
45365,6161
4079,19579
37419,5900
33201,35981
37439,18712
51171,51946
8827,4523
18757,48149
5261,26126
35618,18183
9001,26617
26358,46953
27458,28564
5331,47812
1625,46443
1033,3137
22626,16002
34809,42904
17224,2244
18197,36393
18179,39384
38207,36148
17241,6978
38660,33467
47735,33892
16864,24338
29836,36240
7368,1477
16697,35432
52370,18854
14528,43397
30589,33473
10598,15955
24454,28092
36972,19577
50284,11982
51504,45537
30474,16689
9536,15234
48409,48636
18538,24205
12600,18879
14916,25769
46129,34067
25431,13667
137,48451
17451,10380
4520,39018
28601,42896
619,30907
25913,531
52032,39827
43119,28955
21836,12052
6143,48837
31558,14222
50074,40505
19876,22202
27688,5447
13192,8925
44069,316
36158,28089
11426,36335
4469,12517
27464,30811
43130,3944
18113,20861
14999,36719
30797,48623
6624,29722
35905,25819
17654,1948
4990,19443
31764,20160
50934,5561
35351,7237
40793,266
20579,66
14281,2037
16986,1397
12492,29190
34545,39005
33535,29199
5395,50492
20755,15705
28927,17168
36498,49949
9424,27175
38498,41738
33965,5215
19521,15032
45120,16550
18144,15636
51448,31187
41996,5319
41597,395
35673,15320
47444,22192
