"OrderID","Price","BookID","SellerID","CustomerID"
188,3.17,24566,35258,43578
189,7.54,40611,2240,3062
190,10.32,30134,11953,33214
191,10.32,5249,41671,7997
192,5.6,48407,3047,45746
193,10.32,3324,48631,45659
194,10.32,13975,30252,7998
195,3.57,48841,3649,19131
196,3.9,16600,25519,1920
197,10.32,38264,13031,36218
198,0.91,894,28666,2963
199,10.32,47090,33519,30414
200,3.86,13188,12164,39524
201,2.76,11909,29040,31193
202,7.04,41081,34851,6010
203,2.41,5468,37545,19401
204,2.56,34164,9379,13530
205,3.57,34312,29786,6284
206,2.87,12647,42387,1613
207,10.32,118,5402,52168
208,0.85,4517,23924,4148
209,10.32,39378,14900,7255
210,10.32,14694,15958,31933
211,3.8,22217,21643,9259
212,7.02,11208,12207,25939
213,4.64,48446,29457,2404
214,17.07,36821,8612,7624
215,5.6,36064,46582,31613
216,3.8,17339,11852,13697
217,10.32,43693,49818,40590
218,5.91,25461,22367,364
219,10.32,45165,31908,40728
220,5.01,38819,5426,43747
221,5.9,36082,42937,16381
222,3.66,30297,29519,39446
223,10.25,28925,11563,5100
224,10.32,5418,32666,4531
225,4.59,5447,6426,44308
226,5.69,37828,51621,2164
227,6.15,21030,34307,10539
228,3.98,37287,33960,19756
229,5.69,50165,39151,5303
230,3.17,49690,10606,21264
231,4.18,49087,49141,37753
232,10.32,41728,14689,28123
233,2.86,39595,37734,39471
234,4.17,18596,12030,22406
235,12.08,38270,25373,25610
236,3.11,1143,26814,2789
237,7.05,27965,35588,43460
238,3.58,39575,24547,17070
239,4.75,12121,9674,40557
240,7.37,24925,31396,42600
241,1.91,21034,5507,25228
242,2.86,22534,2955,5827
243,5.29,31255,28324,8310
244,1.91,174,29051,41563
245,22.25,5592,46891,39063
246,10.32,43342,7016,35538
247,17.56,39913,40810,27143
248,10.32,4685,19429,18659
249,1.91,47366,14912,46869
250,10.32,9534,30847,24463
251,10.32,22952,18957,31256
252,1.79,2592,27957,40454
253,3.65,18064,14895,15780
254,10.32,1737,2949,26599
255,5.69,16373,42433,18429
256,3.32,15775,35496,26043
257,110.67,33229,40429,50397
258,3.1,10801,14856,21477
259,1.12,42530,34728,40210
260,5.95,15738,47995,16246
261,6.4,18740,30336,36192
262,10.32,29671,43552,396
263,10.32,47837,30995,37302
264,1.64,47992,2439,29357
265,9.11,29692,35411,44932
266,4.89,24432,51156,18822
267,10.32,22314,17925,11373
268,2.86,46664,37984,5604
269,10.32,42153,18076,30555
270,6.76,28009,26931,47950
271,8.08,2670,37207,22319
272,1.61,27991,21548,24190
273,5.68,43780,42146,21633
274,5.07,43965,28225,1300
275,5.46,3607,10212,37209
276,3.78,33541,33374,20364
277,2.66,24202,47491,51307
278,2.94,31993,6459,48062
279,4.66,42182,24891,38587
280,3.75,4024,23435,48421
281,3.52,23564,16435,23044
282,10.32,29520,36597,47671
283,3.56,42914,36059,8921
284,10.32,11159,28054,26907
285,11.24,43761,5514,50722
286,1.45,21887,51926,48977
287,5.4,10547,28372,49628
288,10.32,51576,47052,49702
289,10.32,1258,27774,18958
290,2.76,40771,31045,31914
291,1.91,45199,13018,17090
292,10.32,27262,38494,37534
293,2.63,35103,21435,7239
294,10.32,40972,16098,4374
295,4.44,50533,39563,34144
296,1.76,41737,20159,3068
297,15.29,31737,1769,40610
298,13,22827,33729,44567
299,3.32,38797,34813,44606
300,5.14,44221,1961,24913
301,10.32,4856,22167,35274
302,3.11,43637,22063,24117
303,8.22,32663,670,25259
304,2.49,26387,37174,24609
305,11.9,52380,7906,35348
306,5.26,4559,32373,24964
307,3.43,9070,9270,44051
308,10.32,15611,41844,27373
309,16.37,46321,12115,17173
310,10.32,19962,22763,49010
311,10.36,17045,37385,27117
312,10.32,12804,11089,41503
313,4.08,12237,16720,45567
314,7.15,49656,52214,11047
315,6.46,14427,16387,14411
316,6.42,27392,31497,44516
317,3.16,25847,10300,29776
318,16.54,38002,20623,39500
319,6.33,48412,33927,21844
320,16.53,36660,35254,44660
321,5.49,5298,10707,12290
322,5.46,9329,38232,8206
323,10.32,7505,25344,20064
324,10.32,40431,20200,40977
325,4.48,3863,12839,29025
326,1.33,8559,36117,1286
327,3.43,47267,22568,28905
328,4.19,6224,30681,11398
329,4,82,36647,42880
330,2.86,19698,17248,31996
331,6.7,3101,42060,49301
332,10.32,50707,11896,35118
333,10.32,5151,4567,24045
334,8.29,15687,40638,19903
335,10.32,7836,6630,27353
336,2.76,36797,40464,26582
337,1.06,1121,26673,35509
338,2.17,9385,32185,4055
339,10.32,18443,6692,13019
340,3.14,17355,51899,13666
341,5.11,4692,3151,42853
342,5.27,27485,10303,47826
343,22.74,1554,2660,15485
344,3.82,13245,26035,27604
345,3.16,33370,13645,42247
346,10.32,14311,11630,35773
347,10.32,39996,8050,25564
348,5.87,12276,37324,25063
349,3.27,37742,28429,8961
350,2.86,7805,41932,13826
351,3.34,31369,17178,48665
352,14.65,47752,7160,26606
353,3.46,39666,14790,31317
354,3.84,33222,15912,2399
355,10.32,20326,38127,48397
356,3.87,24253,43389,1218
357,2.76,16655,5684,11760
358,4,8239,5020,40814
359,4.21,41598,24101,50490
360,3.16,6745,13541,44806
361,10.32,37359,39877,36018
362,4.55,31337,41204,41855
363,3.1,45338,4530,17182
364,20.93,2238,37308,47609
365,6.29,35323,26883,33135
366,2.71,25846,44614,31652
367,3.11,51483,6962,18433
368,3.89,46992,44804,22795
369,2.98,25961,26736,26682
370,10.32,42748,48388,14111
371,5.13,35958,51038,43016
372,5.58,5799,30763,8952
373,3.81,34177,52475,16063
374,2.82,6610,7317,42724
375,13.84,9310,30444,5750
376,3.11,42280,37877,30934
377,3.76,1624,50798,21215
378,3.92,38595,42347,665
379,10.32,19254,33239,37845
380,2.93,38919,18563,19806
381,2.25,20627,24753,22888
382,8,39412,18584,19979
383,1.64,29112,5851,3256
384,0.85,50497,36749,42788
385,10.32,50788,7723,20084
386,1.12,1864,10585,34923
387,3.63,13821,34688,47520
388,5.8,34974,24154,26430
389,16.05,14448,24957,12449
390,5.26,2004,5284,11473
391,1.15,36010,29248,51143
392,4.41,45747,34797,37881
393,2.63,23586,42002,30861
394,3.09,45159,43291,14932
395,3.28,50131,13069,31713
396,2.86,31592,28904,32357
397,4.81,13739,5555,8498
398,1.64,6314,24900,27155
399,6.56,23003,11332,27557
400,3.32,9065,23445,21262
401,10.32,1506,49754,41203
402,5.34,32098,19939,48306
403,2.6,50038,17809,48347
404,10.32,36662,13365,39726
405,10.32,6625,41389,22063
406,4.8,22177,9151,22159
407,2.82,44812,37756,10623
408,2.75,7257,35433,6256
409,5.78,37320,32156,28355
410,77.25,40286,13715,402
411,5.58,42833,23531,27135
412,7.31,44344,22970,28349
413,4.99,19364,38435,6829
414,3.35,16631,32496,33107
415,8.37,16771,37542,33775
416,1.45,1956,32195,29696
417,10.32,39562,30875,20819
418,3.92,32615,22581,31048
419,6.21,28415,23966,43454
420,10.32,11931,47421,32086
421,4.43,50935,42769,31732
422,5.26,29809,47511,28581
423,10.18,8209,51309,4220
424,5.68,1909,7707,685
425,2.2,27382,14836,22903
426,6.32,38725,24552,14782
427,10.32,46847,28351,25628
428,10.32,17492,50646,30044
429,3.11,45624,991,14349
430,5,42685,27110,46022
431,3.43,40795,9059,45374
432,10.32,21312,42499,48189
433,1.64,37010,36148,36794
434,8.77,6403,11928,9283
435,1.29,383,43109,4479
436,1.15,20497,29857,45615
437,10.32,50686,34638,17008
438,10.32,6590,13591,13067
439,10.32,24266,37607,1786
440,2,32691,16238,21034
441,2.58,11058,8043,46143
442,10.32,38648,6625,1305
443,4.45,45289,23458,32343
444,4.58,40584,45581,29538
445,4.97,8917,40772,14559
446,6.7,7665,52263,40404
447,1.79,3593,35146,7136
448,2.67,18455,30015,44888
449,3.16,6749,7068,21525
450,2.66,8803,48686,346
451,8,16395,20735,8559
452,5.97,40748,36397,51701
453,5.27,11873,29816,23175
454,3.81,50663,902,42836
455,3.77,38331,31348,33235
456,3.89,31305,3471,23881
457,0.85,24791,34190,49477
458,10.32,26152,933,28099
459,3.38,9597,15165,2529
460,10.32,21592,8621,21158
461,27.35,41736,12534,28023
462,0.85,428,45703,46672
463,7.83,29287,31807,27495
464,2.74,8393,31874,35889
465,2.5,46829,18873,34018
466,10.32,21671,33657,2724
467,18.9,50685,4098,11827
468,1.71,11072,15695,29672
469,5.26,10695,7187,23711
470,2.87,24050,49268,5412
471,1.45,9002,18303,26246
472,10.32,13692,2398,32617
473,18.19,48359,47902,4760
474,10.32,19199,24324,5423
475,4.64,1983,49317,21572
476,8.99,46773,3892,42981
477,28.05,38848,25844,21128
478,12.38,20299,30352,39232
479,3.39,28782,48828,5310
480,2.94,49137,8820,47605
481,7.01,44534,28887,23964
482,1.79,9172,14166,40109
483,5.97,19640,25702,32342
484,3.38,24661,25779,40727
485,8.99,61,31071,26836
486,1.44,48300,45213,25441
487,1.79,48563,40120,46257
488,9.24,36946,26542,28326
489,5.51,15082,3692,5372
490,2.85,24479,1946,8075
491,1.79,46228,52295,13492
492,6.49,3954,881,5658
493,5.42,27787,28897,34591
494,11.55,34533,1093,8082
495,3.56,12457,44401,22652
496,1.64,37376,12986,17318
497,3.81,18508,46545,33242
498,14.36,19385,8995,4529
499,19.17,37940,33058,48412
500,2.43,32864,49926,33600
501,10.32,9361,34205,46833
502,4.78,43571,35703,37928
503,8.4,18635,6571,30513
504,10.32,28851,17737,33696
505,3.11,7990,38377,11360
506,4.69,5498,28173,9369
507,2.76,3009,40031,25600
508,8.5,27816,18929,30215
509,4.6,22859,29026,47624
510,10.32,51770,51050,52400
511,6.98,11879,16338,29931
512,10.32,15001,44175,27670
513,5.58,32227,41991,38023
514,9.9,9687,10487,30624
515,5.15,6278,51676,9449
516,5.92,15959,9939,46168
517,2.83,17208,17209,34510
518,4.05,9735,37017,11082
519,6.56,31114,10958,38249
520,6,31220,1463,10170
521,3.07,36861,45574,29924
522,3.69,29617,44178,8669
523,2.76,3739,23402,8740
524,34.04,14161,7648,13999
525,0.87,26636,5121,28280
526,3.71,265,36022,37148
527,53.49,42699,51242,19542
528,3.11,18416,35151,36102
529,3.11,10820,16790,23032
530,3.02,8872,12547,46562
531,5.7,4055,23748,49979
532,3.43,48817,12082,49525
533,10,19126,34221,14222
534,6.62,23404,19575,15553
535,1.53,26952,24962,46118
536,3.09,20891,4081,12804
537,10,3430,15386,43342
538,2.76,21640,8569,52106
539,7.97,22954,80,24760
540,5.3,13327,31455,23256
541,3.17,1570,1064,7936
542,4.97,30017,9521,31112
543,9.67,40277,39116,19984
544,11.45,25500,20344,13307
545,4.72,197,7261,2656
546,10.32,5059,175,67
547,3.51,24935,27861,41449
548,10.32,41094,23664,8035
549,5.57,37796,36693,30653
550,11.48,6303,11062,41805
551,4.01,43175,10614,24325
552,3.11,36809,34180,21522
553,10.32,4640,12875,17854
554,3.28,24402,12461,46311
555,10.32,21393,1636,27665
556,1.45,27174,52332,1768
557,1.39,33721,29272,26161
558,10.32,1449,49611,11930
559,1.46,20255,30790,50929
560,1.44,47116,1589,25635
561,5.26,48098,12854,47196
562,10.32,25995,41171,35849
563,16.31,412,46688,38300
564,8.09,3049,30220,47034
565,7.01,30383,135,832
566,10.32,32962,26700,9895
567,10.32,46558,33824,17118
568,3.16,19795,12018,28485
569,6.27,16524,49116,11902
570,1.95,3417,48920,7353
571,6.53,25752,50735,18351
572,3.25,42384,36415,19546
573,14.74,50353,2690,36591
574,3.8,2309,15966,5545
575,2.76,43857,43884,17827
576,11.11,26653,27435,39028
577,3.76,44759,9954,25604
578,10.32,3634,39198,6924
579,6.95,42709,48781,29044
580,6.27,18268,17204,10625
581,10.51,22894,24023,29630
582,10.32,20126,43780,15786
583,1.91,47873,8629,46617
584,4.31,20782,22158,40479
585,2.74,10883,3149,27002
586,4.59,33020,18338,5041
587,6.85,50988,42817,12214
588,3.8,29594,19759,39897
589,3.16,50118,47907,5470
590,2.53,11463,29851,15210
591,6.71,2457,5249,35647
592,5.24,20786,33888,15509
593,1.12,52118,37420,15722
594,10.32,5817,30159,21834
595,4.53,11435,10275,51694
596,1.81,39368,38302,24215
597,1.45,33895,13522,38444
598,21.58,13043,7088,33415
599,1.91,26306,7441,16904
600,2.96,52156,22102,37228
601,2.86,34586,38904,50948
602,4.07,40713,25990,2576
603,10.32,7324,29027,33172
604,2.48,16769,32043,1589
605,6.68,28670,30593,13516
606,6.66,18812,49151,44193
607,12.72,26627,29527,23268
608,4.32,48770,22440,27602
609,3.8,4054,36759,33690
610,5.26,34587,18429,318
611,10.32,20897,38485,49716
612,3.64,27457,22109,12937
613,6.47,43462,19465,36575
614,3.37,42220,36972,15231
615,8.11,49405,21402,17902
616,2.76,7618,50796,10097
617,6.41,39941,46236,36388
618,3.74,48772,33028,5881
619,1.79,3829,48463,23203
620,2.91,29320,24605,43098
621,3.55,18344,7032,40395
622,4.4,27462,32621,30207
623,4.18,9807,36728,38179
624,4.55,6949,45502,7653
625,3.19,21410,14822,9015
626,10.32,39126,50476,21072
627,1.26,13562,9503,37751
628,4.3,29559,35754,52409
629,2.76,25861,3043,31332
630,8.7,14396,23131,33040
631,1.79,24893,1299,15967
632,10.32,2929,29679,26186
633,10.32,36473,32772,25163
634,3.46,34195,36624,49019
635,0.85,1060,36433,44456
636,15,18118,38848,49818
637,3.11,38995,18190,46557
638,14.39,491,11656,743
639,12,19093,51908,5558
640,5.26,34074,6221,8344
641,2.72,40939,41161,43146
642,10.32,3149,9940,50491
643,3.1,34765,29681,28670
644,17.33,4897,9454,660
645,3.39,6897,20558,17033
646,2.86,44177,51826,8539
647,10.32,3453,34732,31748
648,6.13,24717,36392,9447
649,6.5,32871,40089,30033
650,14.11,38119,18970,23800
651,45.53,41766,48001,51222
652,2.5,26403,20195,34959
653,4.49,49735,8538,33153
654,12.61,13952,21880,40567
655,10.32,50816,26824,1571
656,5.46,47077,33856,48598
657,9.28,21377,11713,26140
658,7.71,31261,29977,2898
659,3.84,49919,46666,25454
660,1.45,33109,49343,42978
661,5.44,1450,28865,50086
662,3.01,21059,8134,41886
663,2.76,42912,9184,21992
664,2.57,22094,43339,44005
665,3.85,14303,2826,21914
666,5.99,32550,2331,11256
667,81.33,38862,28502,4229
668,2.86,11118,39625,6596
669,2.77,45621,50235,21070
670,10.32,18888,26742,13115
671,10.32,32025,40745,27532
672,0.85,14999,36430,24622
673,4.55,51194,33007,51549
674,3.67,20648,28422,42899
675,3.11,8800,9981,15031
676,4.03,49453,10709,51572
677,14.94,28402,16611,39606
678,4.79,29926,638,10012
679,9.73,8405,35997,30813
680,3.11,51528,37599,23267
681,10.53,19884,36977,36839
682,1.59,2699,7680,14937
683,3.41,25983,9621,5950
684,2.9,34991,1716,8388
685,10.32,1275,49604,47072
686,22.77,37768,31979,33045
687,4.19,4510,43226,29043
688,10.32,14633,50756,14900
689,12.74,16637,14157,10493
690,4.04,30651,51516,37476
691,10.32,19194,28827,6192
692,3.43,42646,49379,17627
693,3.38,45472,19102,51657
694,11.69,3491,12208,389
695,4.82,11912,13775,12120
696,1.45,22529,49623,22676
697,3.79,22494,34866,47030
698,2.94,26660,2565,30037
699,4.36,20886,50260,36569
700,0.86,27502,9012,40905
701,2.5,50843,33539,40298
702,14.14,37574,4848,13758
703,7.66,16004,16667,36571
704,10.32,1315,20907,47403
705,10.32,17026,10840,8314
706,4.17,17409,1642,13885
707,7.39,35857,47535,51455
708,1.79,8390,14785,18661
709,8.33,29299,10937,46371
710,4.7,11758,33707,48129
711,3.16,17130,31841,31988
712,5.54,9026,6300,9118
713,5.97,42947,199,1063
714,0.85,6879,29813,13435
715,3.53,26971,8937,38879
716,2.9,8490,9487,4813
717,2.43,3482,21590,11640
718,31.66,18807,50490,13083
719,2.76,23356,40535,28488
720,5.26,23332,1439,29660
721,4.82,11986,15975,9801
722,10.32,536,28879,10337
723,4.47,9813,12126,23176
724,2.93,44197,5941,42556
725,8.08,18435,50847,18743
726,9.72,15774,11664,41448
727,4.39,42625,16813,34855
728,12.46,51943,4087,6440
729,4.02,19940,13464,25630
730,1.91,6409,37767,37139
731,5.76,3116,17182,48883
732,10.32,15445,25728,20216
733,5.26,28014,32106,27036
734,4.87,8302,9120,40463
735,5.38,22329,50604,4075
736,10.32,19167,43763,11560
737,1.98,30046,13359,36280
738,4.08,29945,17791,28513
739,2.55,6765,15522,21889
740,10.32,42380,45598,18033
741,12.75,39105,24124,32930
742,10.32,14975,42349,46187
743,4.68,30869,40044,4492
744,19.13,30828,50128,2755
745,6.22,16133,8575,49750
746,3.19,51639,41530,17482
747,10.32,52470,31885,26464
748,10.32,48579,43735,34865
749,3.28,32457,38590,15389
750,10.32,14335,22984,32202
751,2.76,21937,47722,34878
752,10.32,25728,23511,33586
753,10.32,16874,7725,12651
754,12.93,25602,39524,43942
755,1.2,28249,4505,24795
756,9.87,28352,7255,17962
757,3.61,16550,42312,3503
758,2.49,1684,19482,38649
759,8.4,32543,36180,20905
760,13.15,45316,4339,17937
761,8.09,50626,35571,28180
762,12.03,2028,36070,50656
763,16.16,30485,16852,49199
764,3.63,31855,35474,7465
765,2.69,33232,31425,12883
766,5.39,22420,34716,30283
767,5.69,2267,50972,10385
768,5.74,9355,24283,27688
769,3.17,45337,8073,7467
770,4.85,29756,25169,45434
771,13.53,25624,6449,2923
772,1.79,20226,23207,32811
773,4.17,33385,25450,39780
774,8.78,50318,27261,41940
775,5.63,42687,10837,34779
776,4.78,46504,11947,30319
777,8.69,42293,325,21709
778,4.09,41126,39909,45702
779,10.32,31103,27306,8034
780,8,46542,32880,9977
781,6.45,21782,8052,20194
782,3.11,51846,21265,7513
783,10.32,49899,18995,41361
784,4.55,33120,42253,7130
785,5.26,6307,12225,34348
786,1.57,39803,35549,27929
787,2.39,41224,17530,30941
788,10.32,32998,4241,17432
789,4.97,11080,34127,37454
790,5,33845,32970,26302
791,3.25,15930,47005,42874
792,6.1,47562,51408,10600
793,3.1,51593,24723,16290
794,4.35,9178,12360,10786
795,7.63,29818,45084,49679
796,4.55,23148,18210,28431
797,13.6,39891,15003,33361
798,7.18,26854,49061,10310
799,1.79,30593,15479,15146
800,3.11,34842,39806,26527
801,10.32,21753,11539,33437
802,5.52,22720,45599,33979
803,10.32,47771,1950,50998
804,2.76,13811,49622,35339
805,10.32,43939,35246,32722
806,10.32,13109,39530,25463
807,2.86,41533,20797,36263
808,1.64,44049,34974,30803
809,2.8,42408,27786,41509
810,3.5,31082,10494,12408
811,5.27,25569,30009,51373
812,3.9,9572,1845,3806
813,5.45,5677,13108,17753
814,3.73,8035,44826,14574
815,2.86,31476,39675,34804
816,2.86,22617,30772,11226
817,3.55,19873,41398,11086
818,10.32,42819,42727,32620
819,6.52,41775,32935,33459
820,6.5,7586,35236,30950
821,2.86,32062,10979,45723
822,2.92,51204,6671,7198
823,4.05,15928,22064,48660
824,1.45,27675,48138,3519
825,2.87,12871,37701,4145
826,3.76,28940,42557,16564
827,11.51,21627,49490,21356
828,10.32,21238,11114,14359
829,3.43,24372,24537,45464
830,4.08,32819,29904,9765
831,1.64,22535,30381,36593
832,22.02,60,16347,23879
833,6.56,26105,34979,27517
834,2.76,15233,34891,14477
835,4.01,43140,35455,45989
836,10.32,677,7582,41599
837,1.6,44826,19581,35461
838,6.9,12060,217,28957
839,10.32,19302,26104,11711
840,2.76,17665,32922,20096
841,6.18,19439,6902,17510
842,10.32,25756,1949,11519
843,60.06,22573,8890,50284
844,3.36,49754,43223,700
845,14.23,14124,23620,33989
846,10.32,6798,43234,36584
847,7.46,9650,43730,49728
848,2.55,33608,8511,29305
849,1.45,42668,23283,6020
850,4.1,45763,36742,22344
851,2.53,42277,45178,29214
852,4.3,26506,38343,32475
853,0.88,18192,42559,14051
854,3.4,26219,9665,31978
855,2.83,30490,12155,13092
856,0.85,35539,23065,51071
857,12.57,32415,51043,44922
858,1.91,46582,49688,28462
859,4.38,24868,16899,1090
860,7.78,42064,27573,44332
861,3.67,15501,15872,44972
862,10.32,29883,1135,24246
863,6.04,19689,42198,13007
864,2.82,16346,34084,13962
865,8.54,39747,1021,22391
866,7.24,22744,19013,17262
867,5.28,31671,503,23921
868,6.3,28820,41935,338
869,5.26,28962,11242,4912
870,9.08,41629,8434,4222
871,3.19,3452,45406,28861
872,2.76,49637,20709,30795
873,3.3,9964,19794,10846
874,3.99,12296,6102,32997
875,3.42,15847,36210,35287
876,10.32,20669,12775,16861
877,2.86,17953,35874,9340
878,0.88,24298,40634,18229
879,10.32,16096,30089,39543
880,10.32,51203,45905,15657
881,3.5,3803,17728,43509
882,10.58,15737,38278,31515
883,2.86,10354,30800,21291
884,10.32,45114,29245,11271
885,10.32,45738,2132,46545
886,8.6,49786,40292,14427
887,3.23,19688,50224,35355
888,3.11,245,46625,33304
889,3.87,38512,33838,49008
890,3.21,50361,27155,23692
891,2.82,48757,47908,42584
892,2.76,49073,17148,51342
893,4.42,30544,25121,28153
894,5.24,41395,31666,16200
895,10.32,27623,17104,27926
896,2.83,23191,41902,20302
897,4.71,13396,44369,1321
898,2.28,13659,21587,35087
899,4.81,50250,20556,41378
900,2.86,10543,5430,32416
901,4.18,14632,38371,10562
902,6.47,42482,21191,22315
903,0.85,46314,5318,8275
904,8.24,1948,31448,21575
905,2,12611,26594,29921
906,10.32,47524,11479,1567
907,6.06,51635,21099,31092
908,3.71,9587,16302,43125
909,10.32,8858,18598,40178
910,10.32,20306,4603,49854
911,5.49,17740,30558,8531
912,2.86,41590,19183,9402
913,5.26,20210,41198,32453
914,3.87,38781,42207,8166
915,3.04,46131,10480,33950
916,4.5,9984,4721,25838
917,4.2,12219,15836,41403
918,3.17,16469,31787,10644
919,3.23,15400,22554,5375
920,20.57,38080,42209,25830
921,3.39,43726,10202,24451
922,3.24,37271,39393,1789
923,8.11,39718,16579,44474
924,2,19345,16276,20126
925,2.53,47122,18248,24314
926,1.76,7427,17402,39583
927,3.8,1551,40028,34950
928,5.24,23312,19347,20202
929,5.39,25323,36936,17274
930,4.05,10572,12370,33391
931,4.28,11095,15366,18968
932,3.24,18756,8522,32647
933,11.6,26413,50435,16725
934,6.7,34217,35255,22458
935,6.08,52424,23735,18874
